,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
1980,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.2,90,"irrigated,rainfall",21.99,421,91.52
2242,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.66
938,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.4,120,rainfed,25.38,540,15.29
2244,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,139,"irrigated,rainfall",37.91,1017,70.65
346,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.5,100,"irrigated,rainfall",34.23,474,97.03
2084,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.4,154,"irrigated,rainfall",25.28,500,82.0
2474,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,180,irrigated,22.06,601,70.98
1418,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.92,1000,60.0
385,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,103,"irrigated,rainfall",37.61,467,91.24
1580,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.5,100,rainfed,27.79,800,63.67
2097,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.26,500,98.95
243,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.95,505,84.9
1622,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,122,rainfed,24.93,1009,80.43
936,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,25.94,637,18.33
2221,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,137,"irrigated,rainfall",36.95,1099,70.81
312,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.0,96,"irrigated,rainfall",34.9,458,99.09
2439,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,178,irrigated,16.02,609,77.04
1524,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.3,104,rainfed,25.26,800,50.58
1332,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.3,68,"irrigated,rainfall",20.12,405,54.87
968,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.7,120,rainfed,26.8,644,17.34
660,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.7,74,"irrigated,rainfall",32.79,339,19.16
935,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.14,666,18.04
370,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.4,105,"irrigated,rainfall",39.22,650,90.2
566,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.0,100,"irrigated,rainfall",26.77,1188,19.95
1957,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.6,88,"irrigated,rainfall",22.18,439,92.34
824,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.2,86,"irrigated,rainfall",28.1,744,16.76
982,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.44,577,18.04
1979,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",24.96,350,81.51
1477,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,5.5,93,"irrigated,rainfall",29.63,1000,60.0
2148,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",29.55,1295,71.17
813,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,88,"irrigated,rainfall",28.94,618,19.87
778,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,97,"irrigated,rainfall",36.38,535,16.33
1320,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",24.15,487,51.9
1521,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
1052,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,88,rainfed,20.0,882,16.3
1813,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.58,613,65.0
1013,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,94,rainfed,20.0,899,19.78
1401,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,119,"irrigated,rainfall",29.92,1000,60.0
1709,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,99,"irrigated,rainfall",15.04,684,89.76
2071,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.2,141,"irrigated,rainfall",24.7,500,88.5
1753,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.71,461,89.76
126,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.85,643,51.04
887,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,705,17.48
2029,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.4,145,"irrigated,rainfall",24.98,500,84.3
1347,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,86,"irrigated,rainfall",20.08,443,54.88
1007,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,88,rainfed,20.0,815,15.35
355,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.4,100,"irrigated,rainfall",31.56,509,94.14
1003,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.4,86,rainfed,20.0,830,16.75
682,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",23.34,345,15.87
827,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,5.6,85,"irrigated,rainfall",28.86,830,15.26
1491,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.92,662,60.0
984,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.9,120,rainfed,25.99,655,18.07
1233,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.1,100,"irrigated,rainfall",31.1,930,63.55
2121,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",24.95,1282,72.39
140,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.56,625,57.32
217,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.7,505,82.51
2048,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.1,149,"irrigated,rainfall",25.04,500,85.55
1654,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,130,rainfed,23.65,972,79.31
2218,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.4,131,"irrigated,rainfall",34.83,1133,73.34
1700,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,100,"irrigated,rainfall",15.04,684,89.76
1453,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.5,115,"irrigated,rainfall",29.5,843,60.0
22,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,5.8,150,"irrigated,rainfall",39.72,2494,61.4
711,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,99,"irrigated,rainfall",34.44,593,19.5
1157,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1684,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,7.0,121,rainfed,18.13,1351,80.94
871,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.7,86,"irrigated,rainfall",28.32,709,18.8
1461,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.91,674,60.0
10,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.4,150,"irrigated,rainfall",36.16,1952,76.03
1740,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,100,"irrigated,rainfall",15.04,684,89.76
2356,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,315,irrigated,23.48,2260,75.13
2323,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,304,irrigated,26.83,1964,76.65
1315,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.5,72,"irrigated,rainfall",23.89,406,52.36
754,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,99,"irrigated,rainfall",38.03,505,19.23
626,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
1728,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.39,473,89.75
1468,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.92,997,60.0
129,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.6,81,"irrigated,rainfall",21.24,622,58.49
843,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.1,86,"irrigated,rainfall",27.75,718,16.54
323,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",31.83,506,93.74
2156,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.5,136,"irrigated,rainfall",27.37,993,80.12
1448,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,5.8,114,"irrigated,rainfall",29.92,1000,60.0
1284,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.4,100,"irrigated,rainfall",34.61,998,60.23
2421,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.1,178,irrigated,19.41,602,70.24
14,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",21.05,2495,60.41
2046,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.9,142,"irrigated,rainfall",24.63,500,89.94
215,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.48,598,68.7
1624,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,128,rainfed,20.8,1048,80.83
1937,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",22.01,355,85.22
1182,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",39.34,985,18.0
1650,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,123,rainfed,24.56,999,80.13
1561,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
864,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,705,17.48
516,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.1,105,"irrigated,rainfall",26.5,1135,19.82
597,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.2,108,"irrigated,rainfall",21.15,1042,18.16
195,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.71,617,56.95
1277,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.5,100,"irrigated,rainfall",34.61,998,60.21
288,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.49,605,68.53
950,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.9,120,rainfed,26.23,631,18.0
2350,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1559,79.24
1854,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.6,148,"irrigated,rainfall",18.26,615,65.0
2381,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.7,310,irrigated,23.06,2354,72.33
1120,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1572,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.1,102,rainfed,25.27,800,51.21
549,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.3,101,"irrigated,rainfall",21.73,1132,17.51
156,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.85,611,56.57
419,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,493,94.89
922,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.5,120,rainfed,25.08,505,19.98
1641,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,7.0,121,rainfed,18.08,1395,80.94
477,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,76,"irrigated,rainfall",44.18,403,94.49
1605,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,7.0,120,rainfed,18.08,1395,80.94
2269,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.73
1471,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.4,119,"irrigated,rainfall",29.92,1000,60.0
553,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.3,104,"irrigated,rainfall",25.74,1103,19.38
1202,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.2,100,"irrigated,rainfall",31.78,916,63.59
390,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.0,105,"irrigated,rainfall",39.22,650,90.2
578,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.6,100,"irrigated,rainfall",20.42,1161,16.04
2313,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.9,310,irrigated,25.38,2381,75.99
2367,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.8,314,irrigated,25.39,2291,76.11
2266,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,138,"irrigated,rainfall",37.24,1086,70.81
820,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,85,"irrigated,rainfall",28.94,889,19.86
2485,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.1,170,irrigated,17.49,705,68.08
1006,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,87,rainfed,20.0,885,15.94
1248,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.8,100,"irrigated,rainfall",29.55,980,66.98
2058,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.7,136,"irrigated,rainfall",24.15,500,91.3
664,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.6,74,"irrigated,rainfall",31.26,340,18.65
2462,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,170,irrigated,17.6,701,69.23
142,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.6,81,"irrigated,rainfall",21.28,619,58.2
2174,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",21.88,1298,83.45
1825,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,150,"irrigated,rainfall",15.76,640,65.0
421,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.4,77,"irrigated,rainfall",43.68,413,92.34
799,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,89,"irrigated,rainfall",30.41,678,15.14
615,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,339,19.95
1318,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,690,54.88
295,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.4,107,"irrigated,rainfall",22.4,619,63.62
401,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
88,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.2,150,"irrigated,rainfall",31.93,1145,76.73
2035,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.3,153,"irrigated,rainfall",24.94,500,83.61
2459,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.2,171,irrigated,17.62,681,69.7
131,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.67,619,57.03
1573,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1562,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
1828,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
1402,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.92,817,60.0
2052,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.2,150,"irrigated,rainfall",24.97,500,83.54
2167,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.6,137,"irrigated,rainfall",27.11,967,81.77
2001,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.1,143,"irrigated,rainfall",24.85,500,87.15
724,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,96,"irrigated,rainfall",37.29,532,17.83
1314,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.3,65,"irrigated,rainfall",20.17,585,54.53
1767,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,91,"irrigated,rainfall",28.36,495,89.17
269,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.5,107,"irrigated,rainfall",22.39,522,69.37
1780,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.91,463,89.75
2067,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.0,145,"irrigated,rainfall",24.83,500,86.52
1372,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.2,85,"irrigated,rainfall",25.46,437,52.74
917,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.5,120,rainfed,25.09,522,15.22
1610,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,132,rainfed,23.32,945,79.09
1319,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.3,73,"irrigated,rainfall",22.9,409,54.32
2138,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",28.55,1208,77.25
2021,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.26,500,83.05
1593,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.5,100,rainfed,27.06,800,64.36
2490,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.7,163,irrigated,15.28,774,70.05
375,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.4,105,"irrigated,rainfall",39.22,650,90.2
333,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,101,"irrigated,rainfall",35.49,493,91.58
1791,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,92,"irrigated,rainfall",15.11,682,89.76
2348,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.3,317,irrigated,23.43,2272,76.32
1118,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.52,987,18.0
1442,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.1,102,"irrigated,rainfall",27.49,933,60.0
910,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.2,601,18.24
776,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,91,"irrigated,rainfall",32.27,621,15.18
1743,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.85,472,89.7
328,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.1,100,"irrigated,rainfall",38.4,524,95.13
1342,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,689,54.88
320,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.4,100,"irrigated,rainfall",31.5,509,93.99
2010,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,144,"irrigated,rainfall",24.52,500,89.51
12,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",31.72,2490,70.71
897,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,705,17.48
171,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.6,626,56.95
260,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",24.49,505,66.09
2402,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,170,irrigated,17.51,706,69.1
689,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",16.84,347,15.81
901,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.2,120,rainfed,25.78,610,15.66
258,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.4,107,"irrigated,rainfall",22.63,610,65.26
844,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,5.7,85,"irrigated,rainfall",28.53,763,15.29
2302,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.7,309,irrigated,22.98,2369,72.16
138,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.9,87,"irrigated,rainfall",23.06,631,54.44
319,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.0,104,"irrigated,rainfall",38.45,481,90.24
653,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.6,75,"irrigated,rainfall",33.97,341,16.19
